이름,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA,소속팀,연도,포지션,연봉
예진원,0.03,2,8,6,1,1,1,0,0,2,1,0,0,2,0,0,3,0,0,0,0.167,0.375,0.333,0.708,0.345,105.7,0.07,키움,2019,LF,
박준태,0.03,27,58,46,10,9,3,0,0,12,4,1,0,10,2,0,16,0,0,0,0.196,0.362,0.261,0.623,0.321,86.6,-0.18,키움,2021,RF,5000.0
김재현,0.03,39,51,46,2,10,7,0,0,17,8,0,1,3,0,0,12,1,2,0,0.217,0.265,0.37,0.635,0.282,58.8,-0.21,키움,2021,C,6500.0
김종덕,0.03,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.46,174.6,-0.0,키움,2018,C,2700.0
김종덕,0.03,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.46,174.6,-0.0,키움,2018,C,2700.0
도태훈,0.03,26,42,35,5,8,0,0,1,11,5,0,0,5,2,0,5,0,0,0,0.229,0.357,0.314,0.671,0.32,80.8,0.05,NC,2018,3B,
박노민,0.03,23,26,24,1,8,0,0,0,8,4,0,0,2,0,0,11,0,0,0,0.333,0.385,0.333,0.718,0.344,91.6,-0.29,한화,2015,XX,0.0
김태진,0.03,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.472,177.0,0.0,NC,2016,3B,
김현민,0.03,4,5,5,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0.8,0.377,125.8,-0.02,한화,2020,2B,
정진호,0.03,77,172,154,37,36,5,3,4,59,18,6,3,14,1,0,24,0,3,0,0.234,0.302,0.383,0.685,0.304,74.6,0.21,두산,2015,LF,5200.0
최승준,0.03,27,79,72,5,18,3,0,4,33,11,0,0,6,1,0,25,3,0,0,0.25,0.317,0.458,0.775,0.334,87.4,0.6,SSG,2018,DH,
안상현,0.03,46,47,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,0.158,0.273,0.316,0.589,0.261,50.6,-0.29,SSG,2022,2B,
김주현,0.03,47,79,73,7,19,4,0,2,29,12,1,0,5,0,0,19,3,1,0,0.26,0.308,0.397,0.705,0.313,76.5,0.04,롯데,2015,LF,3300.0
김석환,0.03,5,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,0.263,0.3,0.421,0.721,0.333,95.1,-0.09,KIA,2021,1B,3100.0
이준수,0.03,32,49,36,3,7,1,0,0,8,3,0,0,9,1,0,11,1,3,0,0.194,0.37,0.222,0.592,0.29,71.2,-0.04,kt,2019,C,3100.0
서예일,0.03,22,25,23,5,6,2,0,0,8,2,0,0,1,0,0,6,1,1,0,0.261,0.292,0.348,0.64,0.278,55.0,-0.1,두산,2017,SS,
김준완,0.03,30,54,44,12,10,0,0,0,10,2,2,1,10,0,0,10,1,0,0,0.227,0.37,0.227,0.598,0.309,74.2,-0.19,NC,2015,CF,3000.0
김웅빈,0.02,4,11,11,1,3,1,0,0,4,3,0,0,0,0,0,2,2,0,0,0.273,0.273,0.364,0.636,0.292,70.2,0.11,키움,2019,3B,3700.0
권민석,0.02,33,15,14,8,3,2,0,0,5,1,0,0,1,0,0,7,0,0,0,0.214,0.267,0.357,0.624,0.29,69.9,-0.2,두산,2021,2B,3300.0
장영석,0.02,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,0.192,0.364,0.269,0.633,0.321,73.6,0.14,키움,2016,1B,3600.0
이범호,0.02,19,31,26,1,6,1,0,1,10,5,0,0,3,0,0,3,1,0,2,0.231,0.29,0.385,0.675,0.301,78.9,-0.29,,2019,XX,
안재석,0.02,99,264,235,22,50,10,0,3,69,17,4,0,19,4,1,71,5,4,2,0.213,0.281,0.294,0.574,0.267,61.8,-0.88,두산,2022,SS,5800.0
이정훈,0.02,7,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,0.286,0.267,0.357,0.624,0.277,61.0,-0.1,kt,2019,C,2700.0
이정훈,0.02,7,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,0.286,0.267,0.357,0.624,0.277,61.0,-0.1,KIA,2019,C,3000.0
전진영,0.02,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.314,89.0,0.0,,2022,RF,
권정웅,0.02,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.367,113.7,0.0,삼성,2020,C,4000.0
박찬도,0.02,117,106,89,32,19,2,1,0,23,9,13,6,8,4,0,25,1,5,0,0.213,0.307,0.258,0.565,0.264,43.8,-0.58,삼성,2015,CF,3100.0
김은성,0.02,6,18,18,1,5,3,0,0,8,2,0,0,0,0,0,6,0,0,0,0.278,0.278,0.444,0.722,0.327,88.6,-0.05,키움,2021,LF,
오현근,0.02,19,17,15,4,3,0,0,0,3,2,2,0,2,0,0,5,0,0,0,0.2,0.294,0.2,0.494,0.254,33.9,0.0,롯데,2016,CF,
김사훈,0.02,19,36,28,5,9,1,0,0,10,4,0,0,3,0,0,6,1,5,0,0.321,0.387,0.357,0.744,0.307,68.0,-0.05,롯데,2016,C,2900.0
강로한,0.02,16,26,21,6,4,0,0,0,4,1,2,1,4,1,0,6,0,0,0,0.19,0.346,0.19,0.537,0.287,62.5,0.17,롯데,2020,CF,5300.0
김창평,0.02,35,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,0.192,0.289,0.269,0.558,0.269,52.3,0.26,SSG,2020,2B,
강백호,0.02,62,264,237,24,58,12,0,6,88,29,0,0,23,1,2,44,6,1,2,0.245,0.312,0.371,0.683,0.312,88.8,0.16,kt,2022,DH,55000.0
고종욱,0.02,92,288,272,24,77,9,3,3,101,26,1,3,14,1,0,55,3,0,1,0.283,0.319,0.371,0.691,0.319,83.6,-0.46,SSG,2020,LF,
안중열,0.02,80,137,125,16,30,10,0,1,43,14,2,0,7,0,0,31,4,4,1,0.24,0.278,0.344,0.622,0.274,50.0,-0.62,kt,2015,롯C,
김성훈,0.02,110,212,185,24,45,9,3,0,60,24,12,6,16,6,0,23,2,3,2,0.243,0.321,0.324,0.645,0.294,64.3,0.12,삼성,2018,2B,
이시원,0.02,14,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,0.29,0.29,0.323,0.613,0.286,72.1,0.05,한화,2019,LF,3300.0
한유섬,0.02,6,20,18,3,5,0,0,0,5,0,1,0,1,1,0,5,0,0,0,0.278,0.35,0.278,0.628,0.312,70.7,-0.15,SSG,2016,LF,7000.0
김강민,0.02,88,203,183,31,40,5,1,5,62,18,10,4,15,5,0,50,3,0,0,0.219,0.296,0.339,0.634,0.29,61.2,0.38,SSG,2017,CF,60000.0
박상언,0.02,4,4,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.364,106.1,-0.01,한화,2017,C,
윤중환,0.02,15,28,25,1,6,0,0,1,9,4,0,1,3,0,0,6,0,0,0,0.24,0.321,0.36,0.681,0.314,78.6,0.07,SSG,2015,RF,
김동진,0.02,5,4,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.5,0.75,0.33,104.7,0.02,삼성,2022,2B,0.0
안익훈,0.02,68,52,45,13,12,0,1,0,14,4,1,1,6,0,0,9,0,1,0,0.267,0.353,0.311,0.664,0.316,68.7,-0.19,LG,2016,CF,5000.0
홍창기,0.02,23,25,23,3,5,2,0,0,7,0,2,0,1,1,0,12,1,0,0,0.217,0.28,0.304,0.584,0.278,63.0,-0.07,LG,2019,CF,3800.0
유민상,0.02,15,33,30,4,7,1,0,1,11,2,1,0,2,1,0,8,1,0,0,0.233,0.303,0.367,0.67,0.303,68.7,-0.33,kt,2017,1B,
송준석,0.02,4,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.307,74.9,-0.0,삼성,2018,XX,
박계범,0.02,77,168,145,21,32,8,0,2,46,14,5,3,12,3,1,40,1,6,2,0.221,0.29,0.317,0.607,0.273,66.4,-0.89,두산,2022,3B,14500.0
조평호,0.01,29,52,44,4,10,3,0,1,16,4,0,1,6,1,0,13,2,1,0,0.227,0.333,0.364,0.697,0.315,78.2,-0.48,NC,2017,3B,0.0
정병곤,0.01,20,31,27,6,5,1,0,0,6,4,0,0,2,2,0,4,2,0,0,0.185,0.29,0.222,0.513,0.259,50.9,-0.4,두산,2019,2B,
박유연,0.01,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.309,73.4,-0.01,두산,2017,C,2800.0
김병휘,0.01,12,11,10,5,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.2,0.273,0.2,0.473,0.241,33.9,-0.05,키움,2021,2B,
안중열,0.01,33,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,0.155,0.286,0.239,0.525,0.262,55.7,-0.51,롯데,2022,C,
김연훈,0.01,49,73,60,4,16,1,0,1,20,3,0,1,6,1,0,18,0,5,1,0.267,0.338,0.333,0.672,0.294,66.4,-0.48,SSG,2015,2B,
김찬형,0.01,63,160,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,0.232,0.308,0.289,0.597,0.28,55.5,-0.52,NC,2018,SS,
김대우,0.01,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.373,108.5,-0.01,롯데,2016,XX,3000.0
김주현,0.01,24,43,34,3,9,2,0,0,11,3,0,0,8,1,0,15,0,0,0,0.265,0.419,0.324,0.742,0.362,109.8,0.06,한화,2017,1B,
윤진호,0.01,14,3,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.309,73.2,-0.13,LG,2017,3B,4200.0
정주현,0.01,129,425,376,53,87,19,2,2,116,27,15,6,31,1,0,91,10,16,1,0.231,0.291,0.309,0.6,0.273,60.1,-0.98,LG,2019,2B,12500.0
홍명찬,0.01,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.312,88.5,-0.09,SSG,2015,XX,
최선호,0.01,17,8,6,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.167,0.375,0.167,0.542,0.298,76.2,0.02,삼성,2019,LF,3800.0
최정용,0.01,48,61,54,10,16,1,1,0,19,2,0,0,3,0,0,16,0,4,0,0.296,0.333,0.352,0.685,0.3,63.5,-0.31,SSG,2016,2B,
양찬열,0.01,17,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,0.227,0.346,0.227,0.573,0.295,68.5,-0.0,두산,2020,RF,
박유연,0.01,13,19,17,0,4,0,0,0,4,2,0,0,1,1,0,5,1,0,0,0.235,0.316,0.235,0.551,0.276,64.6,0.04,두산,2022,C,3000.0
백동훈,-0.0,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,0.188,0.316,0.25,0.566,0.286,64.3,-0.41,두산,2020,RF,3600.0
김지수,0.0,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0,0,0.267,0.313,0.333,0.646,0.305,79.9,-0.05,키움,2019,3B,
김규민,-0.0,14,23,21,5,5,0,1,0,7,2,0,0,1,1,0,6,0,0,0,0.238,0.304,0.333,0.638,0.293,59.3,0.02,키움,2017,CF,2900.0
이성우,-0.0,72,88,77,7,18,1,0,3,28,11,0,0,6,0,0,14,3,5,0,0.234,0.289,0.364,0.653,0.282,64.4,-0.28,LG,2020,C,8000.0
김준완,-0.0,13,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0.167,0.286,0.333,0.619,0.292,63.3,-0.08,NC,2021,RF,
이진석,-0.0,6,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.468,190.7,-0.01,SSG,2015,CF,
오준혁,-0.0,26,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,0.217,0.28,0.391,0.671,0.309,76.5,-0.18,SSG,2021,DH,
박정음,-0.0,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,0.186,0.255,0.233,0.488,0.238,28.9,-0.14,키움,2020,CF,4300.0
장준원,0.0,46,68,60,10,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,0.217,0.284,0.317,0.6,0.275,58.5,-0.04,LG,2020,3B,3400.0
윤요섭,0.0,22,43,39,6,9,1,0,2,16,6,0,0,4,0,0,7,1,0,0,0.231,0.302,0.41,0.713,0.315,76.6,-0.1,kt,2017,DH,
박기혁,0.0,126,350,300,27,84,13,1,1,102,30,3,0,30,3,0,84,10,16,1,0.28,0.35,0.34,0.69,0.311,71.7,-1.06,kt,2015,SS,15000.0
양원혁,0.0,3,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.468,177.7,-0.0,LG,2015,XX,2700.0
김호은,0.0,69,112,103,12,25,5,0,2,36,11,0,0,7,2,0,14,2,0,0,0.243,0.304,0.35,0.653,0.303,77.5,0.74,LG,2020,1B,2700.0
이시찬,0.0,34,72,64,7,18,1,0,0,19,6,1,1,4,1,0,12,3,1,2,0.281,0.324,0.297,0.621,0.29,56.7,-0.39,한화,2015,2B,0.0
신준우,0.0,76,54,43,6,6,3,0,0,9,0,0,0,7,2,0,19,0,2,0,0.14,0.289,0.209,0.498,0.246,45.5,-0.23,키움,2022,SS,
양성우,0.0,108,446,384,52,104,12,4,4,136,53,5,2,39,9,0,67,6,8,6,0.271,0.347,0.354,0.701,0.324,76.1,0.47,한화,2016,RF,8000.0
김지수,-0.0,104,151,132,23,31,7,0,0,38,13,2,1,9,2,0,27,2,7,1,0.235,0.292,0.288,0.58,0.261,41.2,-0.69,키움,2015,2B,5500.0
김형준,-0.0,55,119,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,0.224,0.278,0.327,0.605,0.274,58.5,-1.08,NC,2019,C,
이형종,0.0,61,147,124,14,35,4,2,1,46,14,1,0,15,2,0,20,3,5,1,0.282,0.366,0.371,0.737,0.335,83.6,-0.16,LG,2016,LF,6000.0
김주형,-0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.0,키움,2019,2B,2700.0
이정범,0.0,7,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0.273,0.273,0.273,0.546,0.257,53.0,-0.03,SSG,2022,RF,
한석현,-0.0,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.333,0.0,0.333,0.244,37.1,-0.0,LG,2020,RF,2700.0
전민재,-0.0,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,0.375,0.375,0.5,0.875,0.385,125.2,-0.06,두산,2018,3B,2800.0
김민수,0.0,11,37,34,0,8,3,0,0,11,1,0,0,1,2,0,14,2,0,0,0.235,0.297,0.324,0.621,0.295,74.5,-0.28,롯데,2019,3B,3000.0
이명기,-0.0,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0.167,0.375,0.167,0.542,0.304,76.8,-0.04,키움,2021,1B,3000.0
김사연,-0.01,72,248,228,31,58,7,1,7,88,27,15,5,16,1,1,75,3,3,0,0.254,0.306,0.386,0.692,0.307,70.6,-0.81,kt,2015,RF,4500.0
윤수강,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.235,29.8,0.0,NC,2020,C,3100.0
박성준,-0.01,11,12,10,3,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0.2,0.333,0.2,0.533,0.278,53.1,0.01,LG,2015,2B,3000.0
최병연,-0.01,19,7,6,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.242,26.5,0.1,KIA,2015,SS,3000.0
이정훈,-0.01,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.333,0.0,0.333,0.252,36.2,-0.0,KIA,2017,C,
고명성,-0.01,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.0,kt,2021,SS,3100.0
오정환,-0.01,9,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,0.274,53.2,-0.02,KIA,2021,2B,3100.0
신민재,-0.01,81,93,80,25,19,3,0,0,22,5,10,8,8,3,0,17,0,1,1,0.238,0.326,0.275,0.601,0.291,72.2,-0.18,LG,2019,2B,5000.0
유재신,-0.01,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,0.258,0.361,0.258,0.619,0.305,62.5,-0.41,키움,2016,CF,6500.0
이창섭,-0.01,16,8,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0.0,0.375,0.0,0.375,0.275,49.8,-0.01,NC,2015,SS,0.0
박재욱,-0.01,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,0.267,0.313,0.267,0.579,0.266,49.2,-0.22,LG,2020,C,3500.0
이병휘,-0.01,28,24,22,5,6,1,0,0,7,2,1,1,1,1,0,6,1,0,0,0.273,0.333,0.318,0.652,0.305,71.2,-0.13,두산,2018,2B,
윤여운,-0.01,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.25,0.25,0.25,0.5,0.236,32.5,0.01,NC,2019,C,
변우혁,-0.01,29,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,0.226,0.328,0.302,0.63,0.306,84.3,-0.35,한화,2019,1B,3000.0
박주홍,-0.01,21,57,49,4,11,1,1,0,14,3,0,0,8,0,1,18,1,0,0,0.224,0.333,0.286,0.619,0.294,78.7,-0.22,키움,2022,LF,
전민수,-0.01,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.2,0.333,0.2,0.533,0.279,57.8,-0.11,LG,2020,RF,
이재홍,-0.01,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.236,40.7,-0.06,키움,2022,3B,3000.0
최정민,-0.01,8,15,13,1,4,0,0,0,4,2,0,0,1,0,0,3,0,1,0,0.308,0.357,0.308,0.665,0.298,69.4,0.05,SSG,2015,2B,3000.0
고영우,-0.01,63,81,70,18,15,3,0,0,18,4,3,2,7,3,0,15,1,1,0,0.214,0.313,0.257,0.57,0.28,47.6,-0.75,KIA,2016,SS,
문선재,-0.02,29,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,0.163,0.295,0.347,0.642,0.298,76.9,-0.47,KIA,2019,LF,4500.0
김응민,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,0.0,삼성,2018,XX,
박찬도,-0.02,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,0.281,0.324,0.313,0.636,0.291,72.6,-0.37,삼성,2019,RF,5500.0
오태양,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,0.0,NC,2021,XX,3000.0
양우현,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,0.0,삼성,2019,XX,2700.0
박상언,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.0,한화,2021,XX,3200.0
강구성,-0.02,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.254,35.3,0.17,NC,2015,XX,2700.0
박시원,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.0,NC,2020,XX,3000.0
조원빈,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,0.0,NC,2018,SS,
전민재,-0.02,9,5,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0.25,0.2,0.25,0.45,0.192,0.1,0.05,두산,2021,3B,3200.0
라이블리,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.0,삼성,2020,XX,50000.0
전경원,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.0,SSG,2022,XX,
조형우,-0.02,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0.167,0.231,0.25,0.481,0.229,33.2,-0.1,SSG,2022,C,
조정원,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.0,한화,2015,XX,
송광민,-0.02,12,41,37,2,9,2,0,0,11,1,0,0,2,1,0,11,1,1,0,0.243,0.3,0.297,0.597,0.276,48.0,-0.25,한화,2015,3B,10000.0
조수행,-0.02,80,52,47,17,13,2,0,0,15,2,3,2,4,1,0,12,0,0,0,0.277,0.346,0.319,0.665,0.315,79.0,-0.27,두산,2017,RF,4500.0
최병연,-0.02,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.7,0.0,KIA,2017,SS,0.0
정진철,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,0.0,두산,2016,XX,0.0
윤도경,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.234,20.7,-0.07,kt,2015,XX,
정성종,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.06,롯데,2019,XX,
강승호,-0.02,69,212,184,14,47,10,0,3,66,31,1,1,18,3,0,57,2,6,1,0.255,0.33,0.359,0.689,0.305,71.8,-0.23,LG,2018,S2B,
김사훈,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.03,롯데,2019,C,
김재호,-0.02,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.275,58.2,-1.73,두산,2021,SS,50000.0
윤정우,-0.02,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,0.25,0.302,0.375,0.677,0.302,68.2,-0.03,SSG,2018,LF,
오준혁,-0.02,14,13,12,1,3,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0.25,0.308,0.25,0.558,0.27,47.5,-0.24,KIA,2017,XX,4000.0
류효승,-0.02,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,0.125,0.222,0.5,0.722,0.3,62.8,-0.05,SSG,2020,DH,
김원석,-0.02,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.25,0.333,0.25,0.583,0.293,56.3,-0.08,한화,2016,RF,
서상우,-0.02,10,17,13,4,1,0,0,1,4,2,1,0,3,1,1,8,0,0,0,0.077,0.294,0.308,0.602,0.257,48.5,-0.01,LG,2017,XX,3500.0
최민창,-0.02,13,33,29,1,8,0,0,0,8,2,0,1,3,0,0,7,0,0,1,0.276,0.333,0.276,0.609,0.291,61.7,0.04,LG,2017,RF,3000.0
서예일,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.03,두산,2021,3B,0.0
김민성,-0.02,92,157,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.3,0.573,0.265,61.8,-0.07,LG,2022,3B,18000.0
고우석,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.05,LG,2022,XX,27000.0
권정웅,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.02,삼성,2021,C,4000.0
박용근,-0.02,31,86,74,5,17,4,1,1,26,6,0,1,11,0,0,14,1,0,1,0.23,0.326,0.351,0.677,0.316,71.0,-0.1,kt,2016,3B,
문찬종,-0.02,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,0.0,키움,2020,SS,3000.0
노수광,-0.02,117,361,315,33,72,18,6,4,114,30,17,6,32,1,1,107,2,10,3,0.229,0.299,0.362,0.661,0.296,80.3,-0.45,한화,2022,LF,12840.0
이유찬,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,0.0,두산,2019,DH,
강구성,-0.02,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.248,36.5,-0.12,NC,2018,XX,
최준우,-0.02,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,0.212,0.278,0.273,0.551,0.265,54.8,-0.21,SSG,2019,2B,
지시완,-0.02,9,12,12,1,3,1,0,0,4,0,0,0,0,0,0,5,0,0,0,0.25,0.25,0.333,0.583,0.262,38.2,-0.06,한화,2015,C,2700.0
도태훈,-0.02,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.245,28.3,0.04,NC,2016,3B,2700.0
이준수,-0.02,11,10,8,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,0,0.25,0.333,0.25,0.583,0.259,40.6,0.05,,2018,C,
나지완,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,0.0,,2022,XX,
이영욱,-0.02,38,26,22,8,5,2,0,0,7,2,0,1,3,1,0,10,0,0,0,0.227,0.346,0.318,0.664,0.32,79.1,-0.08,삼성,2015,RF,5500.0
백용환,-0.02,4,5,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.4,0.6,0.264,58.0,-0.14,한화,2022,XX,
김응민,-0.02,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,0.231,0.231,0.308,0.539,0.247,40.6,-0.28,삼성,2019,C,3200.0
장규현,-0.02,7,12,12,0,3,1,0,0,4,1,0,0,0,0,0,4,1,0,0,0.25,0.25,0.333,0.583,0.27,54.8,-0.05,한화,2021,C,3200.0
안치영,-0.02,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.452,0.242,38.2,-0.15,,2019,3B,
조수행,-0.02,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,0.263,0.3,0.263,0.563,0.272,52.5,0.14,두산,2020,RF,4500.0
김재윤,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.3,-0.05,kt,2019,P,12000.0
